country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,year
US,"A rich and inviting nose of berry-laced pastries, dried strawberries, stewed cherries and sagebrush kick off this layered bottling. The palate shows savory cracked black pepper along with strawberry, plum and black-raspberry fruit. A dry sagebrush quality gives complexity to the whole sip.",Limited-Edition,91,30.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Four Sisters Ranch 2011 Limited-Edition Zinfandel (Paso Robles),Zinfandel,Four Sisters Ranch,2011.0
US,"The aromas are generous, with notes of freshly cut wood, custard and herb. The palate is full bodied, rich and creamy in feel. The wood shows prominently and it brings warmth on the finish.",,88,48.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Tenor 2015 Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Tenor,2015.0
US,"This follows the tried and true path of making Chardonnay with ripe fruit and plenty of creamy oak. The flavors are of apricots, oranges, sour lees and buttered toast.",,86,45.0,California,Carneros,Napa-Sonoma,,,Jeff Gordon 2011 Chardonnay (Carneros),Chardonnay,Jeff Gordon,2011.0
US,"If the first duty of a wine is to offer pleasure, then this wildly succeeds. It shows the power of great Santa Rita Pinot, with superb balancing elegance. As sweet as the raspberries and licorice seem, the wine finishes dry and crisp in acidity, and even with some bracing tannins. Beautiful now, it will continue to evolve for 10 years.",La Encantada Vineyard,94,60.0,California,Sta. Rita Hills,Central Coast,,,Testarossa 2011 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Testarossa,2011.0
France,"Strong wood aromas show in the toasty edge of this spicy wine. Ripe yellow fruits are full in the mouth, with a crisp, bright aftertaste to give a final lift.",,88,16.0,Burgundy,Mâcon-Milly Lamartine,,Roger Voss,@vossroger,Domaine Carrette 2016  Mâcon-Milly Lamartine,Chardonnay,Domaine Carrette,2016.0
France,"The “blanc” in the name refers to the white grapes historically planted in this vineyard. Now the vines are a varied red blend of Syrah, Fer Servadou, Merlot and Duras. Seventh-generation winemaker Jean-Marc Balaran creates a fruity, structured wine that is well-balance. Touches of spice from the wood aging complement the smoothness of the wine with its light, fresh aftertaste. Drink now.",La Vigne Blanche,90,17.0,Southwest France,Gaillac,,Roger Voss,@vossroger,Domaine d'Escausses 2012 La Vigne Blanche Red (Gaillac),Red Blend,Domaine d'Escausses,2012.0
France,"Incredibly pure notes of freshly cut Cox's Orange Pippin assail the nose. The palate has the same purity and a linear, taut, rich but toned body that is yet to reveal all of its secrets. The purity and luminoisty of the fruit is astonishing. We have not seen the best of this yet. For now the purest apple fruit delights. This is deliciously concentrated and very youthful. Drink 2016–2030.",Pfersigberg Grand Cru,94,40.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Martin Schaetzel 2012 Pfersigberg Grand Cru Riesling (Alsace),Riesling,Martin Schaetzel,2012.0
France,"Produced from old vines in Verdigny, this is rich while still totally crisp. Ripe yellow and white fruits, apricots and apples are cut with acidity and a taut, mineral character. While this wine is ready to drink, it will improve for some time, and will be better in 2017.",Vieilles Vignes,91,50.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Roger et Didier Raimbault 2013 Vieilles Vignes  (Sancerre),Sauvignon Blanc,Roger et Didier Raimbault,2013.0
France,"Packed with fruit and spice, this is a great food wine. It is full bodied, rich with raspberry flavors gathered into a structure of light tannins and edgy minerality. The aftertaste brings out a crisper character.",Mimi en Provence,90,19.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Les Vins Bréban 2015 Mimi en Provence Rosé (Côtes de Provence),Rosé,Les Vins Bréban,2015.0
US,"The grapes didn't get quite ripe during this cool vintage in the cool Arroyo Seco. As a result, this Syrah is dry and acidic, yet curiously high in alcohol, with a vegetal and mint edge to the blackberry fruit.",Zabala Vineyard,83,28.0,California,Arroyo Seco,Central Coast,,,Mercy 2008 Zabala Vineyard Syrah (Arroyo Seco),Syrah,Mercy,2008.0
Italy,"This fresh, simple white smells of white wild flower and yellow stone fruit. The zesty palate offers lime and Bosc pear alongside tangy acidity that leads to a clean finish.",,86,,Central Italy,Verdicchio dei Castelli di Jesi Classico,,Kerin O’Keefe,@kerinokeefe,Raphael 2015  Verdicchio dei Castelli di Jesi Classico,Verdicchio,Raphael,2015.0
Spain,"A bright magenta color and aromas of toast, tobacco, cola and wild blackberry draw you in. This wine is young, and so the acidity shows through right now. Flavors of blackberry, cassis and black cherry come with a touch of oaky vanilla. That vanilla carries over to the finish, which is oaky, bright and scouring. This Carignan-Garnacha blend will be at its best from 2018–2024.",Vinyes Velles,92,59.0,Catalonia,Priorat,,Michael Schachner,@wineschach,Ferrer Bobet 2013 Vinyes Velles Red (Priorat),Red Blend,Ferrer Bobet,2013.0
Argentina,"A little sweet on the nose, but also fairly scattered and unfocused. The feel is nice and the bubble bead is right on. But the flavors are centered around dull apple, and there seems to be a salinic element that makes everything taste a little salty.",Extra Brut,84,12.0,Other,Argentina,,Michael Schachner,@wineschach,Cave Extrême NV Extra Brut Sparkling (Argentina),Sparkling Blend,Cave Extrême,
Chile,"Murky and soupy at worst and “earthy” at best, this soft, beefy Carmenère is loaded down with green, herbal flavors that can't be saved by touches of mocha and coffee. The finish is downright green, and overall the fruit is weak.",Reserva,82,9.0,Maipo Valley,,,Michael Schachner,@wineschach,Santa Alicia 2009 Reserva Carmenère (Maipo Valley),Carmenère,Santa Alicia,2009.0
US,"From a small family vineyard along the appellation's highest slopes, this is a powerfully concentrated, mountain-driven wine, leathery, grippy and dusty in tannin. Black licorice, raspberry and blackberry jam flavors provide weight and expansion on the palate, with a touch of heat on the finish.",,90,85.0,California,Diamond Mountain District,Napa,Virginie Boone,@vboone,Makana 2013 Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Makana,2013.0
US,"This has bright raspberry and almost-sweet blackberry flavors, full body, moderate tannins and a long warm finish. It tastes polished, soft and satiny smooth.",Live Oak Vineyards,87,30.0,California,Contra Costa County,Central Coast,Jim Gordon,@gordone_cellars,Cline 2012 Live Oak Vineyards Zinfandel (Contra Costa County),Zinfandel,Cline,2012.0
Portugal,"Dry Vinho Verde that is packed with citrus, crisp apple fruits and a light sparkle. A great apéritif wine, but also try it with any shellfish.",Terra Antiga,87,10.0,Vinho Verde,,,Roger Voss,@vossroger,Quintas de Melgaço 2010 Terra Antiga White (Vinho Verde),Portuguese White,Quintas de Melgaço,2010.0
US,"Aromas like smoke and lemon zest, and sharp citrus flavors make this wine very assertive. It should make a good pairing with fresh-shucked oysters or grilled shrimp.",,85,15.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Twisted Cedar 2013 Sauvignon Blanc (Lodi),Sauvignon Blanc,Twisted Cedar,2013.0
US,Whiffs of smoke and dark toast lend savoriness to this otherwise plush plummy Cabernet Sauvignon. Unctuous black plum and berry flavors are rich and yielding on the palate but finish with bold penetrating tannins.,,87,24.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Thirsty Owl Wine Company 2015 Cabernet Sauvignon (Finger Lakes),Cabernet Sauvignon,Thirsty Owl Wine Company,2015.0
US,"Modeled on a white Bordeaux, this is a lovely, lightly toasty blend of two-thirds Sauvignon Blanc and one-third Sémillon. The pretty fruit mixes candied lemon, peach and pear with streaks of butterscotch and a suggestion of hazelnuts.",Chaleur Estate Blanc,91,37.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,DeLille 2012 Chaleur Estate Blanc White (Columbia Valley (WA)),Bordeaux-style White Blend,DeLille,2012.0
France,"A fragrant apple-skin aroma sets the scene for this wine that is warm and ripe. A touch of nutmeg adds an extra dimension to its yellow fruits. It's rich while still remaining true to its minerally, terroir-based origins. Age for two years.",Vieilles Vignes,90,22.0,Burgundy,Chablis,,Roger Voss,@vossroger,Bernard Defaix 2010 Vieilles Vignes  (Chablis),Chardonnay,Bernard Defaix,2010.0
Italy,"Made entirely with Syrah, this concentrated wine delivers plum, black pepper, cocoa, coffee, fleshy black cherry and notes of bay leaf. It's plush, soft and savory but it also seems shy on vibrancy and essential energy. Drink sooner rather than later.",Scrio,91,160.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Le Macchiole 2010 Scrio Syrah (Toscana),Syrah,Le Macchiole,2010.0
France,"A classic blend for Gascony of Colombard and Ugni Blanc produces a bright, fruity wine that is light and crisply fresh. It has white currant and citrus flavors with a herbal edge that gives the wine a tangy texture. Drink now.",Colombelle L'Original,85,15.0,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Producteurs Plaimont 2015 Colombelle L'Original White (Côtes de Gascogne),White Blend,Producteurs Plaimont,2015.0
Australia,"Known more for its red wines, Wolf Blass nevertheless makes a creditable Chardonnay for $12. hints of vanilla and toasted almond mark the nose, while the fruit flavors veer toward citrus and stay there, turning lemony on the finish.",Yellow Label,85,12.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Wolf Blass 2009 Yellow Label Chardonnay (South Australia),Chardonnay,Wolf Blass,2009.0
US,"Pale in color, with delicate Pinot-like aromas of strawberry, beetroot, coffee and hard spices. Drinks lightly fruity, spicy and dry. It's a simple, one-dimensional wine, but a very pretty one, and notable for its polished flavors.",,84,10.0,Oregon,Oregon,Oregon Other,,,Firesteed 1999 Pinot Noir (Oregon),Pinot Noir,Firesteed,1999.0
Spain,"Reedy, attractive, classy aromas of red fruits, tobacco and fine herbs are like a red carpet entering the gala. The mouth is structured and tannic but not hard or biting; flavors of red berry, plum and cherry lean towards sweet, while the finish is long, medicinal and on the money. Drink now through 2014.",Sirsell,91,30.0,Catalonia,Priorat,,Michael Schachner,@wineschach,Capafons-Ossó 2006 Sirsell Red (Priorat),Red Blend,Capafons-Ossó,2006.0
US,"This is overtaken with unripe flavors of tomato and underbrush. There's little suggestion of fresh fruit. Aged 14 months in one-use French oak, it finishes quickly with earthy tannins.",Anna Maria,85,18.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Valley View 2013 Anna Maria Tempranillo (Rogue Valley),Tempranillo,Valley View,2013.0
Spain,". Its mouthfeel smacks hard with acidity, leaving a crisp expression of strawberry, raspberry and herb flavors. It turns warm, lactic and chocolaty on the finish.",Veraz,84,8.0,Northern Spain,Campo de Borja,,Michael Schachner,@wineschach,Bodegas Aletta 2010 Veraz Garnacha (Campo de Borja),Garnacha,Bodegas Aletta,2010.0
US,"Pretty scents show pure varietal character, with the accent on fresh berries and sweet herb. Flavors follow suit, with well-managed, ripe and smooth tannins. A medium-bodied wine drinking well right now.",Stewart,88,34.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Boedecker Cellars 2008 Stewart Pinot Noir (Willamette Valley),Pinot Noir,Boedecker Cellars,2008.0
Italy,"Soft, round and pleasurable, this Syrah-Merlot-Cabernet Sauvignon blend would pair well with pastas or roasts. Bright cherry and blackberry flavors are followed by subtle leather and spice accents. The mouthfeel is fresh and fruity.",Moreccio,88,49.0,Tuscany,Bolgheri,,,,Casa di Terra 2011 Moreccio  (Bolgheri),Red Blend,Casa di Terra,2011.0
US,"With modest alcohol and an attractive herbaceousness, this Cabernet Sauvignon is blended with a little Petit Verdot. For those looking for a drier, more linear wine, it offers a viable alternative to a Napa Cabernet. It's a great example of the art of blending, selected from five different vineyards all over Paso Robles. It's rich in blackberries, currants and sage. This is the winery's best Cabernet yet for such a good price.",Estate,91,24.0,California,Paso Robles,Central Coast,,,Vina Robles 2010 Estate Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Vina Robles,2010.0
France,"All about freshness, this wine has crisp red-currant flavors and bright acidity. The tannins are just a background to the juicy, fruity front. Drink from 2018.",,89,110.0,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château Latour à Pomerol 2013  Pomerol,Bordeaux-style Red Blend,Château Latour à Pomerol,2013.0
Italy,"Here's a bright wine that opens with aromas of white field flowers, pears and a hint of nut. The straightforward palate offers yellow apple and a hint of bitter almond alongside fresh acidity.",,87,12.0,Tuscany,Vernaccia di San Gimignano,,Kerin O’Keefe,@kerinokeefe,Massimo Daldin 2015  Vernaccia di San Gimignano,Vernaccia,Massimo Daldin,2015.0
Italy,"Aromas of apple, cherry and liqueur open. The racy airy palate offers mature red-apple skin and toasted nut alongside big, vigorous bubbles.",La Gatta,88,19.0,Piedmont,Moscato d'Asti,,Kerin O’Keefe,@kerinokeefe,Vite Colte 2015 La Gatta  (Moscato d'Asti),Moscato,Vite Colte,2015.0
South Africa,"Initial brambly berry aromas are partnered with hints of smoky bacon and caramel sauce. The flavors are solid and ripe but not overdone, with attractive notes of blackberry and wild cherry. The medium tannins and ample acidity lend good balance and texture to the wine, while a pleasant astringency lingers on the finish.",Primo,88,29.0,Paarl,,,Lauren Buzzeo,@laurbuzz,Fairview 2010 Primo Pinotage (Paarl),Pinotage,Fairview,2010.0
France,"It's the 100% Merlot that gives the alcohol and superripe fruit to this wine, redeemed by the acidity. Licorice and dark chocolate flavors go with the sweetest plums and spice. Age for 3–4 years.",Emotion,91,48.0,Bordeaux,Lussac Saint-Émilion,,Roger Voss,@vossroger,Château Lyonnat 2009 Emotion  (Lussac Saint-Émilion),Bordeaux-style Red Blend,Château Lyonnat,2009.0
Austria,"Toasty vanilla and cinnamon aromas mingle with densely packed note of blueberry, blackberry and plum. The weighted midpalate is supported by structured yet ripe tannins and an interesting meaty streak. Drink from 2015.",Rosenberg,90,,Carnuntum,,,Anne Krebiehl MW,@AnneInVino,Markowitsch 2011 Rosenberg Red (Carnuntum),Red Blend,Markowitsch,2011.0
US,"A solid deal for the price, this blend of 70% Cabernet Sauvignon and 30% Cabernet Franc presents aromas of pine forest, damp caves and black cherry. The blueberry juice flavors fade fast, leaving black sage on the finish. The tannins are ready to drink now.",Clemence,87,20.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,McClean 2010 Clemence Red (Paso Robles),Bordeaux-style Red Blend,McClean,2010.0
Germany,"From a top site, this is a big, full-bodied dry Riesling that features aromas of honey, mint and Golden Delicious apple. Those ripe apple notes continue on the palate, picking up citrus and herbal notes on the extended finish.",Himmelsrech Dirmsteiner Mandelpfad Spätlese Trocken,90,48.0,Pfalz,,,Joe Czerwinski,@JoeCz,Knipser 2005 Himmelsrech Dirmsteiner Mandelpfad Spätlese Trocken Riesling (Pfalz),Riesling,Knipser,2005.0
France,"This beautifully perfumed wine comes from one of the highest in elevation premier cru vineyards. The tannins have fully integrated with the red berry and cherry fruits to give a soft, jammy character that contrasts with acidity to give a great lift at the end. Drink this sophisticated wine from 2018.",Les Chaumées Premier Cru,91,65.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Au Pied du Mont Chauve 2012 Les Chaumées Premier Cru  (Chassagne-Montrachet),Pinot Noir,Au Pied du Mont Chauve,2012.0
France,"This has ripe red fruits and soft, integrated tannins, with concentration and a voluptuous exterior. This will be ready to drink soon.",Les Vergelesses Premier Cru,92,50.0,Burgundy,Pernand-Vergelesses,,Roger Voss,@vossroger,Chanson Père et Fils 2009 Les Vergelesses Premier Cru  (Pernand-Vergelesses),Pinot Noir,Chanson Père et Fils,2009.0
US,"Delicious in cola spice and earthy tannins, this medium-bodied Zinfandel remains tightly wound but obvious in its promise of years of enjoyably structured blackberry fruit, leather and spice. A fine choice among all of Easton's 2010 Zinfandels.",Rinaldi Vineyard,92,28.0,California,Fiddletown,Sierra Foothills,Virginie Boone,@vboone,Easton 2010 Rinaldi Vineyard Zinfandel (Fiddletown),Zinfandel,Easton,2010.0
US,"100% Sangiovese, this pale pink wine has notes of bubblegum, wild strawberry and spice. It drinks dry with medium-bodied flavors that linger on the finish.",Meadow,88,18.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Ross Andrew 2013 Meadow Rosé (Columbia Valley (WA)),Rosé,Ross Andrew,2013.0
US,"From one of the region's most dramatically perched vineyards, this bottling shows baked red cherry, thyme, chipped slate and the slightest touch of game on the nose. Tangy acidity and a grippy texture frame the sip, where cranberry, black loam and wet clay minerality lead into a long sizzling finish.",Radian Vineyard,91,60.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Dragonette 2014 Radian Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Dragonette,2014.0
France,This lean wine focuses more on its stalky texture rather than fruit. It has some attractive perfumes and hints of red fruits that are subdued by the austere structure. Drink from 2017.,Tradition,84,27.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Roland Tissier et Fils 2014 Tradition  (Sancerre),Pinot Noir,Roland Tissier et Fils,2014.0
Spain,"Everything about this lighter-framed Navarran blend is an echo of when European red wines were racy and crisp as opposed to big, extracted, dark and woody. With fresh raspberry aromas, zesty acidity and earthy flavors of red berry and spice offset by cocoa and vanilla, this is akin to Bordeaux and it should go nicely with most kinds of food.",Crianza,88,16.0,Northern Spain,Navarra,,Michael Schachner,@wineschach,Finca Albret 2009 Crianza Red (Navarra),Red Blend,Finca Albret,2009.0
US,"Soft and gentle, this is a Zin to drink right now for its lush, exotic flavors. It's dry, with dusty tannins and mouth-filling tastes of ripe crushed blackberries and cherries, baked into a pie and sprinkled with cocoa, cinnamon, nutmeg and black pepper, with a pinch of salt.",,89,25.0,California,Alexander Valley,Sonoma,,,Hobo 2007 Zinfandel (Alexander Valley),Zinfandel,Hobo,2007.0
Spain,"Rough, stalky, yeasty aromas are all over the map. Lemony acidity renders this tight as a drum, while bitter, stalky flavors finish wheaty and bitter. This Tempranillo Blanco is barely worth a go; the pleasure factor is at base level.",La Bella Fernanda,81,22.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,La Crusset 2011 La Bella Fernanda Tempranillo Blanco (Rioja),Tempranillo Blanco,La Crusset,2011.0
US,"Dark color, generous dark-fruit and earth aromas and flavors, and a firmly tannic texture make this quality wine typical of the variety. It has good flavor concentration, with more fruit and light spices pouring out on the finish. It will be best after 2019.",Reserve Home Ranch,91,32.0,California,Lake County,,Jim Gordon,@gordone_cellars,Shannon Ridge 2013 Reserve Home Ranch Cabernet Sauvignon (Lake County),Cabernet Sauvignon,Shannon Ridge,2013.0
US,"Lots of licorice and vanilla, coffee and dark chocolate notes are found, reflecting its 22 months spent in French oak. The fruit is definitely consigned to the back row, but there's plenty of luscious, chocolatey flavor.",Rivers Bend Vineyard,87,35.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Lake Chelan 2009 Rivers Bend Vineyard Syrah (Columbia Valley (WA)),Syrah,Lake Chelan,2009.0
Italy,"Sometimes Sangiovese Grosso, depending on the vineyard and the vintage, shows slightly green aromas of dried Mediterranean herbs like bay leaf and rosemary. This Brunello offers a glimpse of that with loads of bright cherry, blackberry and leather at the back. The close is bright and fresh.",,90,62.0,Tuscany,Brunello di Montalcino,,,,Lazzeretti 2008  Brunello di Montalcino,Sangiovese Grosso,Lazzeretti,2008.0
Italy,"This is an austere and tightly assembled wine that doles out fine points of cherry, spice and forest floor that give the wine a bright and polished personality. The mouthfeel is lean and compact, but this is by no means a simple wine. In fact, its nuanced complexity really shows on the finish.",Assunto Riserva,92,,Tuscany,Brunello di Montalcino,,,,Bellaria 2007 Assunto Riserva  (Brunello di Montalcino),Sangiovese Grosso,Bellaria,2007.0
Spain,"Jammy blueberry and prune aromas are ripe but a bit dull and rudimentary. Plump, chunky, jammy and tannic across the palate, this tastes like mashed blackberry and molasses. A finish that's warm and chubby but also tannic as rocks lacks some elegance and precision. Drink 2018–2030.",Reserva,90,50.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Emina 2012 Reserva  (Ribera del Duero),Tempranillo,Emina,2012.0
Spain,"Punchy and pure on the bouquet, this has nicely presented blackberry and cassis aromas that are offset by a whiff of dried cheese and leather. It feels snappy, fresh and firm, with toasty, mildly-spicy plum, berry and toasted flavors. Lengthy, juicy and healthy on the finish. Drink now through 2015.",Negre Franc,91,25.0,Catalonia,Penedès,,Michael Schachner,@wineschach,Pardas 2007 Negre Franc Red (Penedès),Red Blend,Pardas,2007.0
Italy,"A pure expression of the Raboso grape (a native variety of northern Italy), Rabià is a dark wine with meaty, thick aromas of mature blackberry and sour cherry. The wine delivers soft tannins, good density and a touch of bitter fruit on the close.",Rabià,86,35.0,Veneto,Piave,,,,Cescon Italo Storia e Vini 2005 Rabià Raboso (Piave),Raboso,Cescon Italo Storia e Vini,2005.0
US,"From the cooler reaches of the Napa Valley, this Coombsville wine is herbal and leathery, with a taste of bittersweet chocolate at its core. Integrated oak plays a background role behind baked plum and intense, ripe fruit, finishing in tobacco. Drink now through 2020.",District Collection,91,85.0,California,Coombsville,Napa,Virginie Boone,@vboone,Raymond 2012 District Collection Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,Raymond,2012.0
US,"Ripe, soft and a little sweet, with jellied flavors of blackberries, cherries, chocolate and anise. Drink now.",Estate,85,49.0,California,Alexander Valley,Sonoma,,,Blue Rock 2005 Estate Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Blue Rock,2005.0
Italy,"Delicate aromas of white flowers, stone fruit and pear lead the way. On the palate, a core of green apple and citrus is carried by vibrant, fresh acidity. Small, lively bubbles lend finesse.",,90,15.0,Veneto,Valdobbiadene Prosecco Superiore,,Kerin O’Keefe,@kerinokeefe,Drusian NV  Valdobbiadene Prosecco Superiore,Glera,Drusian,
France,"A finely structured wine, well spiced with ripe berry fruits and intense but balanced acidity. This is stylish, attractive and is worth aging for 3-4 years.",,90,25.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Labat 2008  Haut-Médoc,Bordeaux-style Red Blend,Château Labat,2008.0
Argentina,"Aromas of white grapefruit, celery and other prickly fruits lose steam with airing, while the green apple and lime flavors are solid and offer some sweetness. Wet in the mouth, which is what you want, but standard fare as a whole.",Los Cardos,84,10.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Doña Paula 2009 Los Cardos Sauvignon Blanc (Mendoza),Sauvignon Blanc,Doña Paula,2009.0
Austria,"The nose hints at citric tartness but the palate turns out to be creamy with fine fizz and scented lemon-shortcake freshness. It offers glimpses of richness and cream but never losing its crisp edge. This is freshness framed by autolytic notes of bread crust and bakery, ideal apéritif material with a dry finish.",Cuvée Prestige Brut,90,30.0,Österreichischer Sekt,,,Anne Krebiehl MW,@AnneInVino,Szigeti NV Cuvée Prestige Brut Sparkling (Österreichischer Sekt),Sparkling Blend,Szigeti,
US,"Dried fennel, wet black clay and loam, minty tobacco, exotic cinnamon, pressed hibiscus and rich raspberry show on the nose of this bottling from a vineyard planted in 1998. The palate offers lots of fruit, with more raspberry, tart strawberry, candied red apple and pomegranate. Tons of graphite minerality and herbal backbone keep it savory and elegant.",Fiddlestix Vineyard,94,62.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Pali 2014 Fiddlestix Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Pali,2014.0
US,"Tortoise Creek makes bargain wines from the Languedoc region of France as well as from Lodi. “The Chelonian” is a new label a portion of the proceeds of which will go to the Chelonian Research Foundation to help benefit the conservation of turtles and tortoises. The wine itself is a decent representation of Lodi's bigger, more raisiny style.",The Chelonian,84,11.0,California,Lodi,Central Valley,Virginie Boone,@vboone,Tortoise Creek 2009 The Chelonian Zinfandel (Lodi),Zinfandel,Tortoise Creek,2009.0
Germany,"This sunny, off-dry Scheurebe juxtaposes bright yellow-cherry and plum flavors against a backdrop of grapefruit acidity. Made from biodynamically grown grapes and fermented with indigenous yeasts, the finish is accented by curious hints of milk chocolate and vanilla.",Kabinett,88,17.0,Rheinhessen,,,Anna Lee C. Iijima,,Brüder Dr. Becker 2012 Kabinett Scheurebe (Rheinhessen),Scheurebe,Brüder Dr. Becker,2012.0
Italy,"Thanks to its buoyant aromas of field flower, green apple, pear and dried sage leaf, you could definitely describe this as a multidimensional wine with noticeable elegance. There are musky, sweet fruit flavors on the finish.",Extra Dry,87,19.0,Veneto,Prosecco di Conegliano e Valdobbiadene,,,,Conte Collalto NV Extra Dry  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Conte Collalto,
US,"This is a neutral, papery white wine, with a flat, rather than lively mouthfeel. The apple flavored fruit is there, along with a touch of licorice, but the freshness seems to have been lost along the way.",Cloud Rest Vineyard,85,18.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Oak Knoll 2014 Cloud Rest Vineyard Pinot Gris (Willamette Valley),Pinot Gris,Oak Knoll,2014.0
Argentina,"Wild, edgy and hot on the nose, which breaks up fast. The palate is narrow, sweet and pruney; stewed up on the finish and grapey throughout.",Natal,81,15.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Alpamanta 2009 Natal Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Alpamanta,2009.0
Spain,"Plum and blackcurrant aromas are rustic, dark and leathery. In the mouth, this strikes the right notes courtesy of good body weight and solid overall balance. Lightly oaked, medicinal flavors of plum and raspberry finish with juicy acidity and a reasonable amount of oak.",Roble,89,16.0,Levante,Jumilla,,Michael Schachner,@wineschach,Genio Español 2013 Roble Monastrell (Jumilla),Monastrell,Genio Español,2013.0
Portugal,"Rich and fruity, this wine is packed with intense black-currant flavors. It is perfumed, ripe with a good tannic background. The density of the wine and the firm structure point to a long aging process. Drink this beautifully structured wine from 2026.",Quinta Senhora da Ribeira Vintage,93,70.0,Port,,,Roger Voss,@vossroger,Dow's 2015 Quinta Senhora da Ribeira Vintage  (Port),Port,Dow's,2015.0
Austria,"Notes of green apple cores; rich, savory yeast and peppery, pungent herbs characterize nose and palate. There is verve here and tons of flavor, the crispness of the vintage is beautifully countered by rounded yeastiness—but that backbone of structure and acidity shines and guarantees a long life for this wine—even though it will be difficult not to drink it now.",Sauberg,92,30.0,Weinviertel,,,Anne Krebiehl MW,@AnneInVino,Ebner-Ebenauer 2014 Sauberg Grüner Veltliner (Weinviertel),Grüner Veltliner,Ebner-Ebenauer,2014.0
Portugal,"Full honey- and melon-flavored wine, with a soft-textured character. It is full of ripe red apples, well made, if internationally anonymous.",Point West,85,9.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2010 Point West White (Lisboa),Portuguese White,DFJ Vinhos,2010.0
US,"Fermented in a mix of stainless steel barrels and neutral oak barrels, this was fermented with native yeast and given sur lie aging. It went through 100% malolactic fermentation, which has softened the mid-palate, a mix of lemon, grapefruit and Satsuma orange. There are still traces of phenolic bite, but those citrus rind flavors have been well rounded also, though this carries some heat in the finish.",Renovação,88,16.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Coelho 2009 Renovação Pinot Gris (Willamette Valley),Pinot Gris,Coelho,2009.0
US,"L'Ecole has been carrying the banner for Washington Chenin high since 1987. Coming from vineyards planted in 1978 and 1979, the aromas are fresh and lively, with notes of sliced pear, passion fruit, flower and apple. The palate is full in feel and redolent with fruit flavors that sail on the finish. It's a one-wine charm offensive.",Old Vines,90,15.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,L'Ecole No. 41 2016 Old Vines Chenin Blanc (Columbia Valley (WA)),Chenin Blanc,L'Ecole No. 41,2016.0
Portugal,"The spice and juicy fruit give the wine its intense strawberry flavor. To balance its fruit, the tannins lend a firm background structure. The wine has just the right weight, and its soft aftertaste, it's ready to drink now.",Grande Escolha,89,38.0,Tejo,,,Roger Voss,@vossroger,Quinta da Lagoalva de Cima 2008 Grande Escolha Alfrocheiro (Tejo),Alfrocheiro,Quinta da Lagoalva de Cima,2008.0
